FEATURE;REGRESSOR;PARTITIONER;MSE;TIME
crota2;KNR 5;ANOVA-50;0.0;3318.1236686706543
cntr;KNR 5;ANOVA-70;1754.02291595;4142.584330558777
ra;KNR 5;ANOVA-70;0.0;3301.427245616913
dec;KNR 5;ANOVA-70;0.0;3520.4769439697266
crval1;KNR 5;ANOVA-70;0.0;3452.5924649238586
crval2;KNR 5;ANOVA-70;0.0;3496.361433982849
crota2;KNR 5;ANOVA-70;0.0;3419.814172744751
cntr;KNR 7;PCA-30;1451.54693878;18021.551364660263
ra;KNR 7;PCA-30;2.43049979693e-15;18338.08797764778
dec;KNR 7;PCA-30;0.0;20577.406942367554
crval1;KNR 7;PCA-30;0.0;19462.95839715004
crval2;KNR 7;PCA-30;0.0;17093.318903923035
crota2;KNR 7;PCA-30;0.0;17311.118519306183
cntr;KNR 7;PCA-50;1451.54693878;20432.2398147583
ra;KNR 7;PCA-50;5.06249012273e-15;19897.293189525604
dec;KNR 7;PCA-50;6.14786831346e-06;17583.328298330307
crval1;KNR 7;PCA-50;0.0;15710.866740226746
crval2;KNR 7;PCA-50;0.000385467096051;18287.960991621017
crota2;KNR 7;PCA-50;0.0;17150.555104017258
cntr;KNR 7;PCA-70;1449.40043473;20271.08955860138
ra;KNR 7;PCA-70;0.0;20103.51533150673
dec;KNR 7;PCA-70;0.0;19121.991651535034
crval1;KNR 7;PCA-70;0.0;17273.329601049423
crval2;KNR 7;PCA-70;0.0;17489.882216215134
crota2;KNR 7;PCA-70;0.0;19481.634042739868
cntr;KNR 7;ANOVA-30;1426.92865385;4033.18909907341
ra;KNR 7;ANOVA-30;0.0;3649.001320362091
dec;KNR 7;ANOVA-30;0.0;3640.6754624843597
crval1;KNR 7;ANOVA-30;0.0;3651.622171163559
crval2;KNR 7;ANOVA-30;0.0;3584.7513365745544
crota2;KNR 7;ANOVA-30;0.0;3432.3473575115204
cntr;KNR 7;ANOVA-50;1442.66565134;4091.330104112625
ra;KNR 7;ANOVA-50;0.0;3690.2982919216156
dec;KNR 7;ANOVA-50;0.0;3358.9006752967834
crval1;KNR 7;ANOVA-50;0.0;3311.8833742141724
crval2;KNR 7;ANOVA-50;0.0;3407.952342748642
crota2;KNR 7;ANOVA-50;0.0;3470.9964010715485
cntr;KNR 7;ANOVA-70;1451.77582257;4273.731610298157
ra;KNR 7;ANOVA-70;0.0;3465.0678265094757
dec;KNR 7;ANOVA-70;0.0;3542.519668340683
crval1;KNR 7;ANOVA-70;0.0;3722.6020188331604
crval2;KNR 7;ANOVA-70;0.0;4090.307632446289
crota2;KNR 7;ANOVA-70;0.0;4143.467817783356
cntr;SVR;PCA-30;769.82607717;23758.100379228592
ra;SVR;PCA-30;3.7037043166e-17;21271.504225969315
dec;SVR;PCA-30;1.97107782859e-05;19248.7033932209
crval1;SVR;PCA-30;0.0;21783.258807897568
crval2;SVR;PCA-30;0.000360414742586;24016.928682088852
crota2;SVR;PCA-30;0.0;19265.122172355652
cntr;SVR;PCA-50;769.82607717;20017.832874059677
ra;SVR;PCA-50;8.40336034675e-17;19781.95521235466
dec;SVR;PCA-50;0.0;18757.33285665512
crval1;SVR;PCA-50;1.21042832046e-16;14039.571932554245
crval2;SVR;PCA-50;0.0;21701.120740175247
crota2;SVR;PCA-50;0.0;23316.172303199768
cntr;SVR;PCA-70;769.82607717;20088.501126527786
ra;SVR;PCA-70;0.0;18796.03541946411
dec;SVR;PCA-70;0.0;19478.184834957123
crval1;SVR;PCA-70;0.0;19294.988412618637
crval2;SVR;PCA-70;0.0;12738.803609609604
crota2;SVR;PCA-70;9.26784059332e-18;21237.59846019745
cntr;SVR;ANOVA-30;772.245366726;5130.039369344711
ra;SVR;ANOVA-30;0.0;4609.691968679428
dec;SVR;ANOVA-30;0.0;4598.225069284439
crval1;SVR;ANOVA-30;0.0;4581.836020946503
crval2;SVR;ANOVA-30;0.0;4659.750918626785
crota2;SVR;ANOVA-30;0.0;5078.46529173851
cntr;SVR;ANOVA-50;782.163615316;6071.979690074921
ra;SVR;ANOVA-50;0.0;4740.651497125626
dec;SVR;ANOVA-50;0.0;4904.956565856934
crval1;SVR;ANOVA-50;0.0;4544.558112621307
crval2;SVR;ANOVA-50;0.0;4736.197066783905
crota2;SVR;ANOVA-50;0.0;4565.872004270554
cntr;SVR;ANOVA-70;787.125288809;5484.013077259064
ra;SVR;ANOVA-70;0.0;4804.419114112854
dec;SVR;ANOVA-70;0.0;4667.911205768585
crval1;SVR;ANOVA-70;0.0;4873.015871524811
crval2;SVR;ANOVA-70;0.0;4736.31146979332
crota2;SVR;ANOVA-70;0.0;4821.964307546616
cntr;Multi Layer Perceptron;PCA-30;1392.30205104;32241.828048706055
ra;Multi Layer Perceptron;PCA-30;0.0;18236.697244167328
dec;Multi Layer Perceptron;PCA-30;297.920458635;22361.68526148796
crval1;Multi Layer Perceptron;PCA-30;52784.861137;18629.90904378891
crval2;Multi Layer Perceptron;PCA-30;16.5375688577;15103.02190542221
crota2;Multi Layer Perceptron;PCA-30;0.0;6519.342904090881
cntr;Multi Layer Perceptron;PCA-50;1392.31667805;5609.009786367416
ra;Multi Layer Perceptron;PCA-50;0.0;4423.05798625946
dec;Multi Layer Perceptron;PCA-50;0.0;3852.4015777111053
crval1;Multi Layer Perceptron;PCA-50;0.0;21264.577296972275
crval2;Multi Layer Perceptron;PCA-50;0.0;19032.284494638443
crota2;Multi Layer Perceptron;PCA-50;0.0;15107.132016897202
cntr;Multi Layer Perceptron;PCA-70;1392.31580054;8223.180955410004
ra;Multi Layer Perceptron;PCA-70;0.0;3601.642636537552
dec;Multi Layer Perceptron;PCA-70;0.0;4420.154100894928
crval1;Multi Layer Perceptron;PCA-70;0.0;3636.899210691452
crval2;Multi Layer Perceptron;PCA-70;97.8398475673;19464.2364256382
crota2;Multi Layer Perceptron;PCA-70;0.0;18287.855860710144
cntr;Multi Layer Perceptron;ANOVA-30;2883.67701632;5502.065948724747
ra;Multi Layer Perceptron;ANOVA-30;0.0;4089.8826611042023
dec;Multi Layer Perceptron;ANOVA-30;0.0;3590.1622319221497
crval1;Multi Layer Perceptron;ANOVA-30;0.0;3194.157061100006
crval2;Multi Layer Perceptron;ANOVA-30;0.0;3165.828031539917
crota2;Multi Layer Perceptron;ANOVA-30;0.0;5523.121961355209
cntr;Multi Layer Perceptron;ANOVA-50;2733.64950835;5902.638583421707
ra;Multi Layer Perceptron;ANOVA-50;0.0;5130.474857568741
dec;Multi Layer Perceptron;ANOVA-50;0.0;4810.602320194244
crval1;Multi Layer Perceptron;ANOVA-50;0.0;4976.864463329315
crval2;Multi Layer Perceptron;ANOVA-50;0.0;4400.504043340683
crota2;Multi Layer Perceptron;ANOVA-50;0.0;3896.0794310569763
cntr;Multi Layer Perceptron;ANOVA-70;2732.61655989;5947.178106069565
ra;Multi Layer Perceptron;ANOVA-70;0.0;5091.7511739730835
dec;Multi Layer Perceptron;ANOVA-70;0.0;5028.113988399506
crval1;Multi Layer Perceptron;ANOVA-70;0.0;4477.967791318893
crval2;Multi Layer Perceptron;ANOVA-70;0.0;4094.3233513832092
crota2;Multi Layer Perceptron;ANOVA-70;0.0;3578.7687649726868
